id,translatable_id,name,text,locale
80,80,5.254,"Pásma 235-322 MHz a 335,4-399,9 MHz mohou být využívána družicovou pohyblivou službou s podmínkou dohody, dosažené podle postupu, stanoveného v ustanovení č. 9.21 Řádu, a s podmínkou, že stanice v této službě nebudou působit škodlivé rušení stanicím ostatních služeb, provozovaných nebo plánovaných k provozu v souladu s tabulkou kmitočtových přidělení, s výjimkou doplňkového přidělení podle poznámky 5.256A Řádu. ",cs
81,81,5.255,"Pásma 312-315 MHz (vzestupný směr) a 387-390 MHz (sestupný směr) v družicové pohyblivé službě mohou být navíc využívána soustavami s negeostacionárními družicemi. Toto využívání podléhá koordinaci podle ustanovení č. 9.11A Řádu. ",cs
82,82,5.256,"Kmitočet 243 MHz je v tomto pásmu k použití pro stanice záchranných plavidel a pro zařízení používaná k záchranným účelům. ",cs
84,84,5.257,"Pásmo 267-272 MHz mohou správy využívat v jimi spravovaných zemích přednostně pro družicovou telemetrii, dosáhnou-li o tom dohody podle postupu, stanoveného v ustanovení č. 9.21 Řádu. ",cs
85,85,5.258,"Využívání pásma 328,6-335,4 MHz leteckou radionavigační službou je omezeno na soustavy pro přistávání letadel pomocí přístrojů (sestupové paprsky přesného přibližovacího majáku). ",cs
88,88,5.261,"Vysílání musí být omezeno na pásmo 25 kHz okolo kmitočtového normálu 400,1 MHz. ",cs
89,89,5.263,"Pásmo 400,15-401 MHz je přiděleno navíc službě kosmického výzkumu na směrech kosmos-kosmos pro spojení s kosmickými plavidly s lidskou posádkou. Takto využívaná služba kosmického výzkumu, se nepovažuje za bezpečnostní službu. ",cs
90,90,5.264,"Využívání pásma 400,15-401 MHz družicovou pohyblivou službou podléhá koordinaci podle ustanovení č. 9.11A Řádu. Mez hustoty výkonového toku uvedená v Příloze 1 Dodatku 5 Řádu bude platit do doby, než ji bude revidovat příslušná světová radiokomunikační konference",cs
91,91,5.266,"Využívání pásma 406-406,1 MHz družicovou pohyblivou službou je omezeno na družicová rádiová návěstidla malého výkonu, udávající polohu katastrofy (viz též Článek 31 Řádu). ",cs
92,92,5.267,"Jakékoli vysílání schopné působit škodlivé rušení povolenému využívání pásma 406-406,1 MHz je zakázáno. ",cs
93,93,5.268,"Využívání pásma 410-420 MHz službou kosmického výzkumu je omezeno na komunikační linky kosmos-kosmos s pilotovaným kosmickým plavidlem na oběžné dráze. Hustota výkonového toku při povrchu Země vyvolaná vysílánímistanic služby kosmického výzkumu (kosmos-kosmos) v pásmu 410-420 MHz nesmí překročit −153 dB(W/m²) pro 0° ≤ δ ≤ 5°, −153 + 0,077 ( δ − 5) dB(W/m²) pro 5° ≤ δ ≤ 70° a −148 dB(W/m²) pro 70° ≤ δ ≤ 90°, kde δ je úhel dopadu rádiové vlny a referenční šířka pásma je 4 kHz. V tomto kmitočtovém pásmu nesmí stanice služby kosmického výzkumu (kosmos-kosmos) požadovat ochranu před stanicemi v pevné a pohyblivé službě ani omezovat jejich používání a rozvoj. Ustanovení 4.10 Řádu zde neplatí. ",cs
94,94,5.279A,"Využívání pásma 432−438 MHz senzory ve službě družicového průzkumu Země (EESS) (aktivní) musí být v souladu s Doporučením ITU-R SA.1260-1. V pásmu 432-438 MHz navíc nesmí aktivní EESS (aktivní) působit škodlivé rušení letecké radionavigační službě v Číně. Ustanovení této poznámky nijak nezmenšují závazek, že EESS (aktivní) bude provozována jako podružná služba v souladu s ustanoveními č. 5.29 a 5.30 Řádu. ",cs
95,95,5.280,"V Německu, Rakousku, Bosně a Hercegovině, Chorvatsku, Makedonii, Lichtenštejnsku, Černé Hoře, Portugalsku, Slovinsku, Srbsku a Švýcarsku je pásmo 433,05-434,79 MHz (střední kmitočet 433,92 MHz) určeno pro průmyslové, vědecké a lékařské (ISM) využití. Radiokomunikační služby těchto zemí, provozované v tomto pásmu, musí strpět škodlivé rušení, které může být působeno tímto využíváním. Zařízení ISM provozované v tomto pásmu podléhá ustanovením v č. 15.13 Řádu. ",cs
96,96,5.282,"Pásma 435-438 MHz, 1260-1270 MHz, 2400-2450 MHz, 3400-3410 MHz (jen v Regionu 2 a 3) a 5650-5670 MHz může využívat družicová amatérská služba s podmínkou, že nebude působit škodlivé rušení ostatním službám, provozovaným v souladu s tabulkou kmitočtových přidělení (viz ustanovení č. 5.43 Řádu). Správy, které povolují toto využívání, jsou povinny zajistit, že každé škodlivé rušení působené vysíláním stanice družicové amatérské služby bude okamžitě odstraněno v souladu s ustanovením č. 25.11 Řádu. Využívání pásem 1260-1270 MHz a 5650-5670 MHz družicovou amatérskou službou je omezeno na vzestupný směr. ",cs
97,97,5.286,"Pásmo 449,75-450,25 MHz může být využíváno službami kosmického provozu a kosmického výzkumu (vzestupný směr) s podmínkou dosažení dohody podle postupu, stanoveného v ustanovení č. 9.21 Řádu. ",cs
98,98,5.286A,"Využívání pásem 454-456 MHz a 459-460 MHz družicovou pohyblivou službou podléhá koordinaci podle ustanovení č. 9.11A Řádu. ",cs
99,99,5.286AA,"Pásmo 450-470 MHz je idenifikováno k využívání pro správy, které mají v úmyslu zavádět Mezinárodní mobilní telekomunikace (International Mobile Telecommunications, IMT), viz Rezoluce 224. Tato identifikace nevylučuje využívání tohoto pásma aplikacemi služeb, jimž je přiděleno, a nezakládá přednost v Řádu. ",cs
100,100,5.287,"V námořní pohyblivé službě je využívání pásem 457,5125−457,5875 MHz a 467,5125−467,5875 MHz vyhrazeno pro palubní komunikační stanice (palubní pojítka). Parametry zařízení a kanálové uspořádání musí být v souladu s Doporučením ITU-R M.1174-3. Využívání těchto pásem v teritoriálních vodách podléhá národní regulaci dotčené správy. ",cs
101,101,5.289,"Pásma 460-470 MHz a 1690-1710 MHz mohou být navíc využívána pro vysílání na sestupném směru pro účely služby družicového průzkumu Země, avšak jiné než účely družicové meteorologické služby, s podmínkou, že nebudou působit škodlivé rušení stanicím, pracujícím v souladu s tabulkou. ",cs
102,102,5.291A,"Doplňkové přidělení: v Německu, Rakousku, Dánsku, Estonsku, Lichtenštejnsku, České republice, Srbsku a ve Švýcarsku je pásmo 470-494 MHz přiděleno navíc podružně radiolokační službě. Toto využívání je omezeno na provoz radiolokačních snímačů směru a rychlosti větru v souladu s Rezolucí 217. ",cs
103,103,5.306,"Doplňkové přidělení: v Regionu 1, s výjimkou Africké rozhlasové zóny (viz ustanovení č. 5.10 až 5.13 Řádu) a v Regionu 3 je pásmo 608-614 MHz přiděleno navíc podružně radioastronomické službě. ",cs
104,104,5.311A,"Ohledně pásma 620-790 MHz viz též Rezoluci 549. ",cs
105,105,5.312,"Doplňkové přidělení: v Arménii, Ázerbájdžánu, Bělorusku, Gruzii, Kazachstánu, Uzbekistánu, Kyrgyzstánu, Rusku, Tádžikistánu, Turkmenistánu a na Ukrajině je pásmo 645-862 MHz, v Bulharsku pásma 646-686 MHz, 726-758 MHz, 766-814 a 822-862, a v Polsku do 31. prosince 2017 pásmo 860-862 MHz, přiděleno navíc přednostně letecké radionavigační službě. ",cs
106,106,5.316B,"V Regionu 1 v pásmu 790-862 MHz přidělení pohyblivé službě kromě letecké pohyblivé ve vztahu k letecké radionavigační službě v zemích zmíněných v poznámce č. 5.312 Řádu podléhá dohodě uzavřené podle postupu uvedenému v ustanovení č. 9.21 Řádu. V signatářských zemích Dohody GE06 je navíc využívání pásma stanicemi v pohyblivé službě podmíněno kladným výsledkem aplikace postupů této Dohody. Platí zde Rezoluce 224 a 749 . ",cs
107,107,5.317A,"Správy, které mají v úmyslu zavádět Mezinárodní mobilní telekomunikace (IMT) využijí v Regionu 2 části pásma 698-960 MHz a pásma 694-790 MHz v Regionu 1 a 790-960 MHz v Regionech 1 a 3, která jsou přidělena přednostně pohyblivé službě a jsou k tomuto účelu identifikována - (viz příslušná z Rezolucí 224, 760 a 749. Takové určení nevylučuje využití těchto pásem jinými aplikacemi služeb, jimž jsou přiděleny, a nezakládá v Řádu žádné priority. ",cs
108,108,5.327A,"Využívání pásma 960-1164 MHz leteckou pohyblivou (R) službou je omezeno na systémy provozované podle uznaných mezinárodních leteckých norem. Toto využívání musí být v souladu s Rezolucí 417. ",cs
109,109,5.328,"Využívání pásma 960-1215 MHz leteckou radionavigační službou je celosvětově vyhrazeno pro provoz a rozvoj palubních elektronických pomůcek pro leteckou navigaci a s nimi přímo sdružených zařízení na zemi. ",cs
110,110,5.328A,"V pásmu 1164-1215 MHz musí být stanice v družicové radionavigační službě provozovány v souladu s ustanoveními Rezoluce 609 a nesmí požadovat ochranu před stanicemi v letecké radionavigační službě v pásmu 960-1215 MHz. Ustanovení č.. 5.43A Řádu zde neplatí. Platí ustanovení č. 21.18 Řádu",cs
111,111,5.328B,"Využívání pásem 1164-1300 MHz, 1559-1610 MHz a 5010-5030 MHz systémy a sítěmi v družicové radionavigační službě, k nimž Úřad obdržel úplné koordinační nebo případně notifikační informace po 1. 1. 2005, podléhá uplatnění ustanovení č. 9.12, 9.12A a 9.13 Řádu. Současně platí Rezoluce 610 ; avšak tato resoluce v případě družicových radionavigačních systémů a sítí (družice-družice) platí jen pro vysílací kosmické stanice. V souladu s poznámkou č. 5.329A Řádu platí v pásmech 1215-1300 MHz a 1559-1610 MHz ustanovení č. 9.7, 9.12, 9.12A a 9.13 Řádu pro systémy a sítě v družicové radionavigační službě (družice-družice) pouze ve vztahu k jiným systémům a sítím v družicové radionavigační službě (družice-družice). ",cs
112,112,5.329,"V pásmu 1215-1300 MHz podléhá družicová radionavigační služba podmínce, že nebude působeno škodlivé rušení radionavigační službě, povolené podle ponámky č. 5.331 Řádu a že nebude požadována ochrana před touto službou. Navíc v pásmu 1215-1300 MHz podléhá využívání družicové radionavigační služby podmínce, že nebude působeno škodlivé rušení radiolokační službě. Ve vztahu k radiolokační službě neplatí ustanovení č. 5.43 Řádu. Platí Rezoluce 608. ",cs
113,113,5.329A,"Využívání systémů v družicové radionavigační službě (mezidružicové spoje) provozovaných v pásmech 1215 1300 MHz a 1559 1610 MHz není určeno pro zajišťování aplikací povahy bezpečnostní služby a nesmí působit žádná dodatečná omezení ostatním systémům v družicové radionavigační službě (sestupný směr) nebo jiným službám provozovaným v souladu s tabulkou kmitočtových přidělení. ",cs
114,114,5.332,"V pásmu 1215-1260 MHz nesmějí aktivní čidla na palubách družic ve službě družicového průzkumu Země a ve službě kosmického výzkumu působit škodlivé rušení provozu a rozvoji radiolokační služby, radionavigační služby a ostatních služeb s přednostním přidělením, ani před nimi vyžadovat ochranu nebo je jinak omezovat. ",cs
115,115,5.335A,"V pásmu 1260-1300 MHz nesmějí aktivní čidla na palubách družic ve službě družicového průzkumu Země a ve službě kosmického výzkumu působit škodlivé rušení provozu a rozvoji radiolokační služby a jiných služeb přednostně přidělených poznámkami Řádu, ani před nimi vyžadovat ochranu nebo je jinak omezovat. ",cs
116,116,5.337,"Využívání pásem 1300-1350 MHz, 2700-2900 MHz a 9000-9200 MHz leteckou radionavigační službou je omezeno na pozemní radiolokátory a s nimi sdružené letadlové transpondery, které vysílají pouze na kmitočtech v těchto pásmech a pouze jsou-li aktivovány radiolokátory pracujícími v tomtéž pásmu. ",cs
117,117,5.337A,"Využívání pásma 1300-1350 MHz pozemskými stanicemi v družicové radionavigační službě a stanicemi v radiolokační službě nesmí působit škodlivé rušení letecké radionavigační službě ani omezovat její provoz nebo rozvoj. ",cs
118,118,5.338,"V Kyrgyzstánu, na Slovensku a v Turkmenistánu mohou existující zařízení radionavigační služby v pásmu 1350-1400 MHz pokračovat v provozu. ",cs
119,119,5.338A,"V pásmech 1350-1400 MHz, 1427-1452 MHz, 22,55-23,55 GHz, 30-31,3 GHz, 49,7-50,2 GHz, 50,4-50,9 GHz, 51,4-52,6 GHz, 81-86 GHz a 92-94 GHz platí Rezoluce 750.",cs
120,120,5.339,"Pásma 1370-1400 MHz, 2640-2655 MHz, 4950-4990 MHz a 15,20-15,35 GHz jsou přidělena navíc podružně službě kosmického výzkumu (pasivní) a družicového průzkumu Země (pasivní). ",cs
121,121,5.340,"Všechna vysílání v níže uvedených pásmech jsou zakázána: 
1400-1427 MHz,
2690-2700 MHz s výjimkou vysílání uvedených v ustanovení č. 5.422 Řádu, 
10,68-10,7 GHz s výjimkou vysílání uvedených v ustanovení č. 5.483 Řádu, 

 15,35-15,4 GHz s výjimkou vysílání uvedených v ustanovení č. 5.511 Řádu, 
23,6-24 GHz, 
31,3-31,5 GHz, 
31,5-31,8 GHz v Regionu 2, 
48,94-49,04 GHz z letadlových stanic, 
 50,2-50,4 GHz, 
52,6-54,25 GHz, 
 86-92 GHz, 
100-102 GHz, 
109,5-111,8 GHz, 
114,25-116 GHz, 
148,5-151,5 GHz, 
 164-167 GHz, 
182-185 GHz, 
190-191,8 GHz, 
200-209 GHz, 
226-231,5 GHz, 
250-252 GHz. 
Přidělení družicové službě průzkumu Země (pasivní) a službě kosmického výzkumu (pasivní) v pásmu 50,2-50,4 GHz nesmí nadměrně omezovat využívání sousedních pásem, přidělených službám přednostně. ",cs
122,122,5.341,"V pásmech 1400-1727 MHz, 101-120 GHz a 197- 220 GHz se v některých zemích provádí výzkum pasivními detektory v rámci programu pátrání po úmyslných vysíláních mimozemského původu",cs
123,123,5.345,"Využívání pásma 1452-1492 MHz družicovou rozhlasovou službou a rozhlasovou službou je omezeno na digitální zvukové vysílání a podléhá ustanovením Rezoluce 528 (Rev.WRC-03). ",cs
124,124,5.348,"Využívání pásma 1518-1525 MHz družicovou pohyblivou službou podléhá koordinaci podle ustanovení č. 9.11A Řádu. V pásmu 1518-1525 MHz nesmí stanice v družicové pohyblivé službě požadovat ochranu před stanicemi v pevné službě. Ustanovení č. 5.43A Řádu zde neplatí. ",cs
125,125,5.351,"Pásma 1525-1544 MHz, 1545-1559 MHz, 1626,5- 1645,5 MHz a 1646,5-1660,5 MHz se nesmí využívat pro modulační spoje žádné služby. Za výjimečných okolností však může v těchto pásmech být pozemské stanici kterékoli družicové pohyblivé služby na specifikovaném místě správou povolen provoz pomocí kosmických stanic. ",cs
126,126,5.351A,"Pokud se týká využívání pásem 1518-1544 MHz, 1545-1559 MHz, 1610-1645,5 MHz, 1646,5-1660,5 MHz, 1668-1675 MHz, 1980-2010 MHz, 2170-2200 MHz, 2483,5-2520 MHz a 2670-2690 MHz družicovou pohyblivou službou, viz Rezoluce 212 a 225). ",cs
127,127,5.353A,"Při uplatňování postupů v Oddílu II. Článku 9 Řádu v družicové pohyblivé službě v pásmech 1530-1544 MHz a 1626,5-1645,5 MHz se upřednostní požadavky na spektrum pro tísňové, pilnostní a bezpečnostní komunikace Globálního námořního tísňového a bezpečnostního systému (GMDSS). Družicové námořní pohyblivé komunikace tísňové, pilnostní a bezpečnostní povahy musí mít vzhledem ke všem ostatním družicovým pohyblivým komunikacím přednostní přístup a okamžitou dosažitelnost v rámci dané sítě. Družicové pohyblivé soustavy nesmějí působit nepřijatelné rušení tísňovým, pilnostním ani bezpečnostním komunikacím GMDSS ani požadovat před nimi ochranu. Je nutné vzít v úvahu komunikace bezpečnostní povahy v ostatních družicových pohyblivých službách. Platí zde ustanovení Rezoluce 222. ",cs
128,128,5.354,"Využívání pásem 1525-1559 MHz a 1626,5- 1660,5 MHz družicovými pohyblivými službami podléhá koordinaci podle ustanovení č. 9.11A Řádu. ",cs
129,129,5.356,"Využívání pásma 1544-1545 MHz družicovou pohyblivou službou (sestupný směr) je omezeno na tísňové a bezpečnostní komunikace (viz Článek 31 Řádu). ",cs
130,130,5.357,"V pásmu 1545-1555 MHz jsou navíc povoleny přenosy z leteckých zemských stanic přímo k letadlovým stanicím nebo mezi letadlovými stanicemi letecké pohyblivé služby (R), pokud slouží k rozšíření nebo doplnění spojů od družic k letadlům. ",cs
131,131,5.357A,"Při aplikaci postupů podle Oddílu II. Článku 9 Řádu na družicovou pohyblivou službu v pásmech 1545-1555 MHz a 1646,5-1656,5 MHz musí být upřednostněny požadavky na spektrum pro družicovou leteckou pohyblivou (R) službu AMS(R)S zabezpečující přenos zpráv s prioritou 1 až 6 podle Článku 44 Řádu. Komunikace AMS(R)S s prioritami 1 až 6 podle Článku 44 Řádu musí mít přednostní přístup a okamžitou dosažitelnost (bude-li nutno, dekretovanou), přede všemi ostatními družicovými pohyblivými komunikacemi provozovanými v rámci určité sítě. Družicové pohyblivé soustavy nesmějí působit nepřijatelné rušení komunikacím AMS(R)S s prioritami 1 až 6 podle Článku 44 Řádu, ani nesmějí požadovat ochranu před nimi. Musí být zohledněna priorita komunikací v ostatních družicových pohyblivých službách souvisejících s bezpečností. Platí zde ustanovení Rezoluce 222. ",cs
