id,translatable_id,additional_info,future,locale
402,462,"Národní přidělení podle Dodatku 26 Řádu.",,cs
403,463,"Národní přidělení podle Dodatku 26 Řádu.",,cs
404,464,"Národní přidělení podle Dodatku 26 Řádu.",,cs
405,465,"Národní přidělení podle Dodatku 26 Řádu.",,cs
406,466,"Národní přidělení podle Dodatku 26 Řádu.",,cs
407,467,,,cs
408,468,"Necivilní využití přednostně.",,cs
409,469,"Rovnoprávné sdílení s necivilním využitím. Využití v souladu s CZ1.",,cs
410,470,"Rovnoprávné sdílení s necivilním využitím. Využití v souladu s CZ1.",,cs
411,471,"Max. intenzita magnetického pole 42 dBµ/m/10 m. V úseku není povolen přenos obrazových informací.",,cs
412,472,,,cs
413,473,"Necivilní využití rovnoprávně.",,cs
414,474,5.138.,,cs
415,475,,,cs
416,476,,,cs
417,477,,,cs
418,478,,,cs
419,479,,,cs
420,480,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
421,481,,,cs
422,482,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
423,483,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.143 a 5.143B.",,cs
424,484,"Necivilní využití. Využití v souladu s 5.143 a 5.143B.",,cs
425,485,,,cs
426,486,"Necivilní využití podružně.",,cs
427,487,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
428,488,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.143B a CZ1.",,cs
429,489,"Necivilní využití. Využití v souladu s 5.143B.",,cs
430,490,,,cs
431,491,"Necivilní využití podružně.",,cs
432,492,"Rovnoprávné sdílení s necivilním využitím. Využití v souladu s CZ1.",,cs
433,493,"Necivilní využití.",,cs
434,494,,,cs
435,495,"Necivilní využití rovnoprávně.",,cs
436,496,"Rovnoprávné sdílení s necivilním využitím. Využití v souladu s CZ1,",,cs
437,497,"Uspořádání kanálů podle Dodatku 17 Řádu.","(1) Prvky systému GMDSS popsané touto částí plánu budou nadále významnou součástí tísňové a bezpečnostní komunikace v námořní pohyblivé službě. 
(2) Intenzita využívání těchto kmitočtů v námořní pohyblivé službě pro hlasovou komunikaci pozvolna klesá. 
(3) Zlepšení podmínek pro zavádění a rozvoj nových digitálních technologií v námořní pohyblivé službě mj. úpravou uspořádání kanálů pro tuto službu v těchto pásmech je předmětem projednání v rámci bodu 1.9 programu WRC-12.",cs
438,498,,,cs
439,499,"Necivilní využití rovnoprávně.",,cs
440,500,"Využití v souladu s 5.109, 5.110, 5.111, 5.132 a 5.145. Uspořádání kanálů podle Dodatku 17 Řádu. Plán přidělení v Dodatku 25 Řádu. GMDSS.","(1) Prvky systému GMDSS popsané touto částí plánu budou nadále významnou součástí tísňové a bezpečnostní komunikace v námořní pohyblivé službě. 
(2) Intenzita využívání těchto kmitočtů v námořní pohyblivé službě pro hlasovou komunikaci pozvolna klesá. 
(3) Zlepšení podmínek pro zavádění a rozvoj nových digitálních technologií v námořní pohyblivé službě mj. úpravou uspořádání kanálů pro tuto službu v těchto pásmech je předmětem projednání v rámci bodu 1.9 programu WRC-12.",cs
441,501,"Nouzový a bezpečnostní radiotelefonní provoz.",,cs
442,502,"Mezinárodní tísňový kmitočet pro úzkopásmovou telegrafii s přímým tiskem",,cs
443,503,"Mezinárodní tísňový a bezpečnostní kmitočet využívající režim DSC",,cs
444,504,"Vysílání námořních bezpečnostních informací MSI v rámci GMDSS v souladu s poznámkou 5.132.",,cs
445,505,,,cs
446,506,"Sdílení s podružným necivilním využitím.",,cs
447,507,"Přidělení pro RDARA podle Dodatku 27 Řádu",,cs
448,508,,,cs
449,509,"Necivilní využití podružně.",,cs
450,510,"Sdílení s přednostním necivilním využitím",,cs
451,511,"Národní přidělení podle Dodatku 26 Řádu.",,cs
452,512,"Národní přidělení podle Dodatku 26 Řádu.",,cs
453,513,,,cs
454,514,"Necivilní využití přednostně.",,cs
455,515,"Sdíllení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
456,516,,,cs
457,517,"Necivilní využití přednostně.",,cs
458,518,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.146.",,cs
459,519,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
460,520,,,cs
461,521,"Necivilní využití podružně.",,cs
462,522,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
463,523,,,cs
464,524,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
465,525,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.147.",,cs
466,526,,,cs
467,527,"Necivilní využití podružně.",,cs
468,528,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
469,529,,,cs
470,530,"Necivilní využití přednostně.",,cs
471,531,,,cs
472,532,"Pátrací a záchranné operace v souladu s 5.111.",,cs
473,533,,,cs
474,534,,,cs
475,535,,,cs
476,536,"Nosný kmitočet 10 003 kHz se může v souladu s 5.111 navíc využívat, v souladu s postupy, platícími pro zemské radiokomunikační služby, pro pátrací a záchranné operace týkající se kosmických plavidel s posádkou. Podmínky pro využívání těchto kmitočtů jsou předepsány v Článku 31 Řádu. Vysílání musí být omezeno na úsek ±3 kHz okolo příslušného kmitočtu.",,cs
477,537,,,cs
478,538,"Sdílení s podružným necivilním využitím.",,cs
479,539,"Přidělení pro MWARA podle Dodatku 27 Řádu.",,cs
480,540,"Pátrací a záchranné operace v souladu s 5.111.",,cs
481,541,,,cs
482,542,"Necivilní využití podružně.",,cs
483,543,"Rovnoprávné sdílení s necivilním využitím. Využití v souladu s CZ1.",,cs
484,544,,,cs
485,545,,,cs
486,546,"Necivilní využití rovnoprávně.",,cs
487,547,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
488,548,"Necivilní využití.",,cs
489,549,,,cs
490,550,"Necivilní využití přednostně.",,cs
491,551,"Sdílení s přednostním necivilním využitím.",,cs
492,552,"Národní přidělení podle Dodatku 26 Řádu.",,cs
493,553,"Národní přidělení podle Dodatku 26 Řádu.",,cs
494,554,,,cs
495,555,"Necivilní využití přednostně.",,cs
496,556,"Sdílení s podružným necivilním využitím.",,cs
497,557,"Přidělení pro RDARA podle Dodatku 27 Řádu",,cs
498,558,,,cs
499,559,"Necivilní využití podružně.",,cs
500,560,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
501,561,,,cs
502,562,"Necivilní využití přednostně.",,cs
503,564,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu.  Využití v ČR ukončeno 31. 1. 2011.",,cs
504,565,,,cs
505,566,"Necivilní využití rovnoprávně.",,cs
506,567,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
507,568,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.147.",,cs
508,569,,,cs
509,570,"Necivilní využití podružně.",,cs
510,571,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.146.",,cs
511,572,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu.  Využití v ČR ukončeno 31. 1. 2011.",,cs
512,573,,,cs
513,574,"Necivilní využití podružně.",,cs
514,575,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
515,576,,,cs
516,577,"Necivilní využití přednostně.",,cs
517,578,"Dodatek 17 Řádu. GMDSS. Využití v souladu s 5.109, 5.110, 5.132 a 5.145.","(1) Prvky systému GMDSS popsané touto částí plánu budou nadále významnou součástí tísňové a bezpečnostní komunikace v námořní pohyblivé službě. 
(2) Intenzita využívání těchto kmitočtů v námořní pohyblivé službě pro hlasovou komunikaci pozvolna klesá. 
(3) Zlepšení podmínek pro zavádění a rozvoj nových digitálních technologií v námořní pohyblivé službě mj. úpravou uspořádání kanálů pro tuto službu v těchto pásmech je předmětem projednání v rámci bodu 1.9 programu WRC-12.",cs
518,579,,,cs
519,580,,,cs
520,581,"Nouzový a bezpečnostní radiotelefonní provoz",,cs
521,582,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
522,583,"Mezinárodní tísňový kmitočet pro úzkopásmovou telegrafii s přímým tiskem.",,cs
523,584,"Mezinárodní tísňový a bezpečnostní kmitočet využívající režim DSC",,cs
524,585,"Vysílání námořních bezpečnostních informací MSI v rámci GMDSS v souladu s poznámkou 5.132.",,cs
525,586,"Necivilní využití",,cs
526,587,"Národní přidělení podle Dodatku 26 Řádu.",,cs
527,588,"Národní přidělení podle Dodatku 26 Řádu.",,cs
528,589,,,cs
529,590,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
530,591,"Necivilní využití přednostně.",,cs
531,592,"Sdílení s podružným necivilním využitím",,cs
532,593,"Přidělení pro MWARA podle Dodatku 27 Řádu",,cs
533,594,,,cs
534,595,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
535,596,"Necivilní využití podružně.",,cs
536,597,"Rovnoprávné sdílení s necivilním využitím.",,cs
537,598,"V souladu s poznámkou Řádu 5.149 jsou uživatelé pásma 13 360–13 410 kHz povinni přijmout veškerá uskutečnitelná opatření k ochraně radioastronomické služby.",,cs
538,599,,,cs
539,600,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
540,601,"Necivilní využití rovnoprávně.",,cs
541,602,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
542,603,"Necivilní využití",,cs
543,604,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
550,611,"Necivilní využití přednostně.",,cs
551,612,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.151.",,cs
552,613,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu.  Využití v ČR ukončeno 31. 1. 2011.",,cs
553,614,"Necivilní využití. Využití v souladu s 5.151.",,cs
554,615,,,cs
555,616,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
556,617,"Necivilní využití podružně.",,cs
557,618,"Plánování podle čl. 12 Řádu. Využití v ČR ukončeno 31. 1. 2011.",,cs
558,619,,,cs
559,620,,,cs
560,621,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
561,622,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.151.",,cs
562,623,"Využití v souladu s 5.134. Plánování podle čl. 12 Řádu.  Využití v ČR ukončeno 31. 1. 2011.",,cs
563,624,"Necivilní využití. Využití v souladu s 5.151.",,cs
564,625,,,cs
565,626,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
566,627,"Necivilní využití podružně.",,cs
567,628,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
568,629,"Necivilní využití.",,cs
569,630,,,cs
570,631,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
571,632,"Necivilní využití přednostně.",,cs
572,633,,,cs
573,634,,,cs
574,635,,,cs
575,636,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
576,637,,,cs
577,638,,,cs
578,639,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
579,640,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
580,641,"Necivilní využití.",,cs
581,642,,,cs
582,643,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
583,644,"Necivilní využití přednostně.",,cs
584,645,,,cs
585,646,"Pátrací a záchranné operace v souladu s 5.111",,cs
586,647,,,cs
587,648,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
588,649,,,cs
589,650,,,cs
590,651,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
591,652,"Sdílení s přednostním necivilním využitím",,cs
592,653,,,cs
593,654,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
594,655,"Necivilní využití přednostně.",,cs
596,657,,,cs
597,658,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
600,661,,,cs
601,662,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
602,663,"Sdílení s podružným necivilním využitím. Využití v souladu s 5.146.",,cs
603,664,"Využiti v souladu s 5.134. Plánování podle čl. 12 Řádu.  Využití v ČR ukončeno 31. 1. 2011.",,cs
604,665,,,cs
605,666,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
606,667,"Necivilní využití podružně.",,cs
607,668,"Sdílení s přednostním necivilním využitím. Využití v souladu s CZ1.",,cs
608,669,,,cs
609,670,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
610,671,"Necivilní využití přednostně.",,cs
611,672,"Dodatek 17 Řádu. GMDSS. Využití v souladu s 5.109, 5.110, 5.132 a 5.145.","(1) Prvky systému GMDSS popsané touto částí plánu budou nadále významnou součástí tísňové a bezpečnostní komunikace v námořní pohyblivé službě. 
(2) Intenzita využívání těchto kmitočtů v námořní pohyblivé službě pro hlasovou komunikaci pozvolna klesá. 
(3) Zlepšení podmínek pro zavádění a rozvoj nových digitálních technologií v námořní pohyblivé službě mj. úpravou uspořádání kanálů pro tuto službu v těchto pásmech je předmětem projednání v rámci bodu 1.9 programu WRC-12.",cs
612,673,"Využití v souladu s CZ1.",,cs
613,674,,,cs
614,675,"Intenzita magnetického pole -7 dBμA/m /10m v šířce kmitočtového pásma 10 kHz, klíčovací poměr max. 10%, vysílání pouze uvnitř budov.",,cs
615,676,"Radiotelefonní tísňový a záchranný provoz",,cs
616,677,"Mezinárodní tísňový kmitočet pro úzkopásmovou telegrafii s přímým tiskem",,cs
617,678,"Mezinárodní tísňový a bezpečnostní kmitočet využívající režim DSC",,cs
618,679,"Vysílání námořních bezpečnostních informací MSI v rámci GMDSS v souladu s poznámkou 5.132.",,cs
